_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
7512789,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14832,545 Lake Shore Blvd W. Women,Women,Emergency,Shelter,Base Shelter and Overnight Services System,30,Bed Based Capacity,30.0,31.0,30.0,0.0,1.0,,,,,,100.0,
7512790,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1195,HFS - Lawrence East Shelter,4117 Lawrence Ave E,M1E 2S2,Scarborough,ON,16491,HFS - Lawrence East Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,48,Bed Based Capacity,48.0,55.0,48.0,0.0,7.0,,,,,,100.0,
7512791,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1191,45 The Esplanade,45 The Esplanade,M5E 1W2,Toronto,ON,16331,HFS 45 The Esplanade,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,253,Room Based Capacity,,,,,,225.0,235.0,225.0,0.0,10.0,,100.0
7512792,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1179,Multiple Youth & Adult Agencies Scarborough Hotel Program,2035 Kennedy Rd,M1T 3G2,Scarborough,ON,16011,HFS Scarborough Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,283,Room Based Capacity,,,,,,246.0,263.0,246.0,0.0,17.0,,100.0
7512793,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1125,HFS 195 Princes' Blvd ,195 Princes' Blvd,M6K 3C3,Toronto,ON,16151,Homes First Society - Better Living Centre - Winter Program,Mixed Adult,Emergency,24-Hour Respite Site,COVID-19 Response,174,Bed Based Capacity,174.0,174.0,174.0,0.0,0.0,,,,,,100.0,
7512794,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1031,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,M1K 1M2,Toronto,ON,12012,Homes First Society - Scarborough Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,37,Bed Based Capacity,37.0,37.0,37.0,0.0,0.0,,,,,,100.0,
7512795,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1153,HFS Willowdale Centre,5800 Yonge St ,M2M 3T3,North York,ON,15111,Homes First Society - Willowdale Centre - Men,Men,Emergency,Shelter,Base Shelter and Overnight Services System,90,Bed Based Capacity,90.0,100.0,90.0,0.0,10.0,,,,,,100.0,
7512796,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1153,HFS Willowdale Centre,5800 Yonge St ,M2M 3T3,North York,ON,15112,Homes First Society - Willowdale Centre - Women,Women,Emergency,Shelter,Base Shelter and Overnight Services System,35,Bed Based Capacity,35.0,35.0,35.0,0.0,0.0,,,,,,100.0,
7512797,2022-01-01,15,Homes First Society,24,HFS - Scarborough Shelter,1200,HFS Placer,101 Placer Ct,M2H 3H9,Toronto,ON,16631,Homes First Society Placer â Mixed Adult Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,25.0,51.0,23.0,2.0,26.0,,,,,,92.0,
7512798,2022-01-01,15,Homes First Society,26,HFS - Strachan House,1033,HFS Strachan House,805A Wellington St W,M5V 1G8,Toronto,ON,13311,Homes First Society - Flex Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,1,Bed Based Capacity,1.0,3.0,1.0,0.0,2.0,,,,,,100.0,
7512799,2022-01-01,15,Homes First Society,26,HFS - Strachan House,1033,HFS Strachan House,805A Wellington St W,M5V 1G8,Toronto,ON,12032,Homes First Society - Strachan House,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,63,Bed Based Capacity,68.0,83.0,63.0,5.0,15.0,,,,,,92.65,
7512800,2022-01-01,9,Horizon for Youth,13,Horizons for Youth,1019,Horizons for Youth,422 Gilbert Ave,M6E 4X3,Toronto,ON,11896,Horizons for Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,18,Bed Based Capacity,18.0,18.0,18.0,0.0,0.0,,,,,,100.0,
7512801,2022-01-01,32,Kennedy House Youth Services,57,Kennedy House Youth Shelter,1179,Multiple Youth & Adult Agencies Scarborough Hotel Program,2035 Kennedy Rd,M1T 3G2,Scarborough,ON,15731,Kennedy House Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,27,Room Based Capacity,,,,,,28.0,40.0,27.0,1.0,12.0,,96.43
7512802,2022-01-01,32,Kennedy House Youth Services,57,Kennedy House Youth Shelter,1080,Kennedy House Youth Shelter,1076 Pape Ave,M4K 3W5,Toronto,ON,13151,Kennedy House Youth Shelter Bedded Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,15.0,15.0,15.0,0.0,0.0,,,,,,100.0,
7512803,2022-01-01,35,Margaret's Housing and Community Support Services,67,Margaret's Toronto East Drop-In,1118,Margaret's 21 Park Rd Respite ,21 Park Rd,M4W 2N1,Toronto,ON,15031,Margaret's 21 Park Rd. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,27,Bed Based Capacity,27.0,27.0,27.0,0.0,0.0,,,,,,100.0,
7512804,2022-01-01,2,Na-Me-Res (Native Men's Residence),1,Na-Me-Res,1002,Na-Me-Res,14 Vaughan Rd,M6G 2N1,Toronto,ON,11794,Na-Me-Res (Native Men's Residence),Men,Emergency,Shelter,Base Shelter and Overnight Services System,39,Bed Based Capacity,44.0,44.0,39.0,5.0,0.0,,,,,,88.64,
7512805,2022-01-01,2,Na-Me-Res (Native Men's Residence),1,Na-Me-Res,1013,Sagatay ,26 Vaughan Rd,M6G 2C4,Toronto,ON,11871,Sagatay,Men,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,17.0,17.0,13.0,4.0,0.0,,,,,,76.47,
7512806,2022-01-01,8,Native Child & Family Services Toronto,12,Eagles Nest Transition House,1018,Native Child & Family Services Toronto,558 Bathurst St,M5S 2P9,Toronto,ON,11895,Native Child & Family Services Toronto,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,7,Bed Based Capacity,9.0,9.0,7.0,2.0,0.0,,,,,,77.78,
7512807,2022-01-01,8,Native Child & Family Services Toronto,12,Eagles Nest Transition House,1198,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15611,Native Child Youth Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,9,Room Based Capacity,,,,,,14.0,14.0,9.0,5.0,0.0,,64.29
7512808,2022-01-01,33,Sistering: A Women's Place,65,Sistering,1104,Sistering,962 Bloor St W,M6H 1L6,Toronto,ON,16371,Sistering Overnight Women's Program,Women,Emergency,24-Hour Women's Drop-in,Base Shelter and Overnight Services System,19,Bed Based Capacity,19.0,19.0,19.0,0.0,0.0,,,,,,100.0,
7512809,2022-01-01,19,Society of St.Vincent De Paul,34,SVDP - Amelie House,1050,SVDP Amelie House,126 Pape Ave,M4M 2V8,Toronto,ON,12232,St.Vincent De Paul - Amelie House - Women's Shelter,Women,Transitional,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,15.0,15.0,15.0,0.0,0.0,,,,,,100.0,
7512810,2022-01-01,19,Society of St.Vincent De Paul,38,SVDP - Elisa House,1049,SVDP Elisa House,60 Newcastle St,M8Y 1A3,Toronto,ON,12231,St.Vincent De Paul - Elisa House,Women,Emergency,Shelter,Base Shelter and Overnight Services System,18,Bed Based Capacity,18.0,20.0,18.0,0.0,2.0,,,,,,100.0,
7512811,2022-01-01,19,Society of St.Vincent De Paul,37,SVDP - Mary's Home,1048,SVDP Mary's Home,70 Gerrard St E,M5B 1G6,Toronto,ON,12211,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,22.0,27.0,22.0,0.0,5.0,,,,,,100.0,
7512812,2022-01-01,19,Society of St.Vincent De Paul,31,SVDP - St. Clare's Residence,1039,SVDP St. Clare's Residence,3410 Bayview Ave,M2M 3S3,Toronto,ON,12111,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25.0,30.0,24.0,1.0,5.0,,,,,,96.0,
7512813,2022-01-01,34,St. Felix Social Ministries Outreach,66,St. Felix Centre,1105,St. Felix Centre 25 Augusta Ave. Respite ,25 Augusta Ave,M5T 2K7,Toronto,ON,15071,St. Felix Centre 25 Augusta Ave. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,14,Bed Based Capacity,14.0,19.0,14.0,0.0,5.0,,,,,,100.0,
7512814,2022-01-01,34,St. Felix Social Ministries Outreach,66,St. Felix Centre,1148,St. Felix Centre 69 Fraser Ave. Respite ,69 Fraser Ave,M6K 1E9,Toronto,ON,14611,St. Felix Centre 69 Fraser Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,43,Bed Based Capacity,43.0,43.0,43.0,0.0,0.0,,,,,,100.0,
7512815,2022-01-01,18,St. Simon's Shelter Inc.,30,St. Simon's Shelter,1192,St. Simon's Clubbe House,556 Sherbourne St,M4X 1L4,Toronto,ON,16351,St. Simon's Clubbe House,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,30,Room Based Capacity,,,,,,30.0,32.0,30.0,0.0,2.0,,100.0
7512816,2022-01-01,22,Street Haven At The Crossroads,36,Street Haven,1045,Street Haven,87 Pembroke St,M5A 2N9,Toronto,ON,12195,Street Haven - Emergency Hostel,Women,Emergency,Shelter,Base Shelter and Overnight Services System,26,Bed Based Capacity,26.0,28.0,26.0,0.0,2.0,,,,,,100.0,
7512817,2022-01-01,22,Street Haven At The Crossroads,36,Street Haven,1180,Street Haven Downtown Hotel Program,26 Gerrard St E,M5B 1G3,Toronto,ON,15972,Street Haven Hotel Program,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,47,Room Based Capacity,,,,,,33.0,34.0,33.0,0.0,1.0,,100.0
7512818,2022-01-01,28,The MUC Shelter Corporation,47,Sojourn House,1132,Sojourn House Hotel Program,165 Grange Ave,M5T 2V5,Toronto,ON,14251,Sojourn House - Refugee Family Hotel Program,Families,Transitional,Shelter,Base Shelter and Overnight Services System,219,Room Based Capacity,,,,,,63.0,75.0,62.0,1.0,12.0,,98.41
7512819,2022-01-01,28,The MUC Shelter Corporation,47,Sojourn House,1059,Sojourn House Ontario St,101 Ontario St,M5A 2V2,Toronto,ON,12273,Sojourn House Bedded Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,67,Bed Based Capacity,67.0,67.0,67.0,0.0,0.0,,,,,,100.0,
7512820,2022-01-01,28,The MUC Shelter Corporation,47,Sojourn House,1059,Sojourn House Ontario St,101 Ontario St,M5A 2V2,Toronto,ON,12871,Sojourn House Transitional Housing Program,Families,Transitional,Shelter,Base Shelter and Overnight Services System,63,Room Based Capacity,,,,,,23.0,28.0,22.0,1.0,5.0,,95.65
7512821,2022-01-01,7,The Salvation Army of Canada,28,Salvation Army - Evangeline Res,1036,SA Evangeline Residence,2808 Dundas St W,M6P 1Y5,Toronto,ON,12053,Salvation Army - Evangeline Residence - Women's Ministry,Women,Emergency,Shelter,Base Shelter and Overnight Services System,48,Bed Based Capacity,48.0,49.0,48.0,0.0,1.0,,,,,,100.0,
7512822,2022-01-01,7,The Salvation Army of Canada,11,Salvation Army - Florence Booth,1175,SA North Hotel Program,30 Norfinch Dr,M3N 1X1,North York,ON,15811,Salvation Army Florence Booth Hotel Program,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,71,Room Based Capacity,,,,,,72.0,73.0,71.0,1.0,1.0,,98.61
7512823,2022-01-01,7,The Salvation Army of Canada,29,Salvation Army - Gateway,1037,SA Gateway,107 Jarvis St,M5C 2H4,Toronto,ON,12071,Salvation Army - Gateway - Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,52,Bed Based Capacity,52.0,54.0,52.0,0.0,2.0,,,,,,100.0,
7512824,2022-01-01,7,The Salvation Army of Canada,45,Salvation Army - Maxwell Meighen,1166,SA Scarborough Hotel Program,50 Estate Dr,M1H 2Z1,Scarborough,ON,15491,SA Scarborough Hotel - Men's Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,129,Room Based Capacity,,,,,,129.0,131.0,129.0,0.0,2.0,,100.0
7512825,2022-01-01,7,The Salvation Army of Canada,45,Salvation Army - Maxwell Meighen,1057,Maxwell Meighen Centre,135 Sherbourne St,M5A 2R5,Toronto,ON,12258,Salvation Army - Maxwell Meighen - Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,227,Bed Based Capacity,234.0,234.0,227.0,7.0,0.0,,,,,,97.01,
7512826,2022-01-01,7,The Salvation Army of Canada,73,Salvation Army - New Hope Leslie,1126,SA New Hope Leslieville,29A Leslie St,M4M 3C3,Toronto,ON,14091,Salvation Army - New Hope - Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,36,Bed Based Capacity,36.0,36.0,36.0,0.0,0.0,,,,,,100.0,
7512827,2022-01-01,7,The Salvation Army of Canada,73,Salvation Army - New Hope Leslie,1175,SA North Hotel Program,30 Norfinch Dr,M3N 1X1,North York,ON,15871,Salvation Army New Hope Hotel Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,74,Room Based Capacity,,,,,,74.0,77.0,74.0,0.0,3.0,,100.0
7512828,2022-01-01,7,The Salvation Army of Canada,77,Salvation Army Islington Seniors,1146,SA Islington Seniors' Shelter,2671 Islington Ave,M9V 2X6,Toronto,ON,14571,Salvation Army - Islington Seniors' Shelter Men's Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,36,Bed Based Capacity,37.0,39.0,36.0,1.0,2.0,,,,,,97.3,
7512829,2022-01-01,7,The Salvation Army of Canada,77,Salvation Army Islington Seniors,1146,SA Islington Seniors' Shelter,2671 Islington Ave,M9V 2X6,Toronto,ON,14572,Salvation Army - Islington Seniors' Shelter Women's Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,29,Bed Based Capacity,30.0,30.0,29.0,1.0,0.0,,,,,,96.67,
7512830,2022-01-01,5,The Scott Mission Inc.,8,Scott Mission Men's Ministry,1014,Scott Mission,502 Spadina Ave,M5S 2H1,Toronto,ON,11891,Scott Mission - Men's Ministry Overnight Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,40,Bed Based Capacity,40.0,40.0,40.0,0.0,0.0,,,,,,100.0,
7512831,2022-01-01,29,Toronto Community Hostel,48,Toronto Community Hostel,1120,Toronto Community Hostel (MUC),191 Spadina Rd,M5R 2T9,Toronto,ON,12274,Toronto Community Hostel (Families),Families,Emergency,Shelter,Base Shelter and Overnight Services System,10,Room Based Capacity,,,,,,3.0,3.0,3.0,0.0,0.0,,100.0
7512832,2022-01-01,29,Toronto Community Hostel,48,Toronto Community Hostel,1120,Toronto Community Hostel (MUC),191 Spadina Rd,M5R 2T9,Toronto,ON,13932,Toronto Community Hostel (Singles),Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,6.0,6.0,6.0,0.0,0.0,,,,,,100.0,
7512833,2022-01-01,20,Turning Point Youth Services,33,Turning Point Youth Services,1041,Turning Point Youth Services ,95 Wellesley St E,M4Y 2X9,Toronto,ON,12151,Turning Point Youth Services Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,13.0,16.0,13.0,0.0,3.0,,,,,,100.0,
7512834,2022-01-01,36,Warden Woods Community Centre,71,Scarborough Cold Weather Drop-IN,1115,Warden Woods 705 Progress Ave Respite ,705 Progress Ave,M1H 2X1,Toronto,ON,15091,Warden Woods 705 Progress Ave Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,28,Bed Based Capacity,28.0,37.0,28.0,0.0,9.0,,,,,,100.0,
7512835,2022-01-01,16,Women's Hostels Inc.,27,Nellie's,1035,Nellie's Women's Shelter,,,,,12051,Nellie's Women's Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,3,Bed Based Capacity,3.0,5.0,3.0,0.0,2.0,,,,,,100.0,
7512836,2022-01-01,4,WoodGreen Red Door Family Shelter,7,Red Door Family Shelter,1001,Red Door Family Shelter,189B Booth Ave,M4M 2M5,Toronto,ON,11791,Red Door - Family Shelter,Families,Emergency,Shelter,Base Shelter and Overnight Services System,74,Room Based Capacity,,,,,,23.0,27.0,22.0,1.0,4.0,,95.65
7512837,2022-01-01,3,YMCA of Greater Toronto,5,YMCA House,1096,Vanauley Street YMCA Emergency Shelter,7 Vanauley St,M5T 2V9,Toronto,ON,13291,YMCA House-Vanauley,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,19,Bed Based Capacity,19.0,19.0,19.0,0.0,0.0,,,,,,100.0,
7512838,2022-01-01,3,YMCA of Greater Toronto,5,YMCA House,1198,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15591,YMCA Youth Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,27,Room Based Capacity,,,,,,28.0,28.0,27.0,1.0,0.0,,96.43
7512839,2022-01-01,3,YMCA of Greater Toronto,64,YMCA Sprott House,1101,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,Toronto,ON,13451,YMCA Sprott House,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,25.0,25.0,22.0,3.0,0.0,,,,,,88.0,
7512840,2022-01-01,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12277,YWCA - Adult Women Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25.0,25.0,24.0,1.0,0.0,,,,,,96.0,
7512841,2022-01-01,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12278,YWCA - Youth Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,21,Bed Based Capacity,24.0,24.0,21.0,3.0,0.0,,,,,,87.5,
7512842,2022-01-01,17,YWCA Toronto,78,YWCA-348 Davenport,1129,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14651,YWCA Davenport - Adult,Women,Emergency,Shelter,Base Shelter and Overnight Services System,16,Bed Based Capacity,19.0,19.0,16.0,3.0,0.0,,,,,,84.21,
7512843,2022-01-01,17,YWCA Toronto,78,YWCA-348 Davenport,1129,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14671,YWCA Davenport - Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,20.0,20.0,6.0,14.0,0.0,,,,,,30.0,
7512844,2022-01-01,31,Youth Without Shelter,52,Youth Without Shelter,1064,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12292,Youth without Shelter Emergency Shelter Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,23.0,23.0,23.0,0.0,0.0,,,,,,100.0,
7512845,2022-01-01,31,Youth Without Shelter,52,Youth Without Shelter,1064,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12291,Youth without Shelter Stay In School Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,14.0,14.0,13.0,1.0,0.0,,,,,,92.86,
7512846,2022-01-01,38,YouthLink,81,YouthLink Shelter,1147,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14891,YouthLink Emergency Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,10,Bed Based Capacity,10.0,10.0,10.0,0.0,0.0,,,,,,100.0,
7512847,2022-01-01,38,YouthLink,81,YouthLink Shelter,1147,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14911,YouthLink Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,29,Bed Based Capacity,29.0,31.0,29.0,0.0,2.0,,,,,,100.0,
7512848,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16192,COSTI North York West Hotel Program - Men,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,49,Room Based Capacity,,,,,,48.0,55.0,48.0,0.0,7.0,,100.0
7512849,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16191,COSTI North York West Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,18,Room Based Capacity,,,,,,9.0,15.0,9.0,0.0,6.0,,100.0
7512850,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16193,COSTI North York West Hotel Program - Women,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,17,Room Based Capacity,,,,,,17.0,29.0,17.0,0.0,12.0,,100.0
7512851,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1051,COSTI Reception Centre,100 Lippincott St,M5S 2P1,Toronto,ON,12251,COSTI Reception Centre CITY Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,8,Bed Based Capacity,8.0,8.0,8.0,0.0,0.0,,,,,,100.0,
7512852,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,15372,COSTI Uptown Hotel COVID-19 - Family Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,294,Room Based Capacity,,,,,,107.0,113.0,107.0,0.0,6.0,,100.0
7512853,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,13751,COSTI Uptown Hotel Family Program,Families,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,336,Room Based Capacity,,,,,,106.0,107.0,106.0,0.0,1.0,,100.0
7512854,2022-01-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,16535,COSTI Uptown Hotel Program - Refugee Singles,Mixed Adult,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,13,Room Based Capacity,,,,,,13.0,13.0,13.0,0.0,0.0,,100.0
7512855,2022-01-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1160,CONC Etobicoke Hotel Program,445 Rexdale Blvd,M9W 6P8,Etobicoke,ON,16111,CONC Etobicoke Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,149,Room Based Capacity,,,,,,145.0,155.0,145.0,0.0,10.0,,100.0
7512856,2022-01-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1172,CONC West End Hotel Program,14 Roncesvalles Ave,M6R 2K3,Toronto,ON,15711,CONC Men's Hotel Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,38,Room Based Capacity,,,,,,38.0,40.0,38.0,0.0,2.0,,100.0
7512857,2022-01-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1029,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,M6H 3Z5,Toronto,ON,12011,Christie Ossington Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,32,Bed Based Capacity,32.0,33.0,32.0,0.0,1.0,,,,,,100.0,
7512858,2022-01-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1102,CONC Men's Shelter Bloor St W,850 Bloor St W,M6G 1M2,Toronto,ON,13611,Christie Ossington Men's Hostel South,Men,Emergency,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,15.0,15.0,15.0,0.0,0.0,,,,,,100.0,
